year,food_code,mod_code,food_description,method,method_description,nhanes,price_100gm
2013/2014,95321000,NA,"Sports drink, NFS",2,Links to altEC,Extra,0.117736
2013/2014,95322200,NA,"Gatorade G2 sports drink, low calorie",1,Links to FNDDS,Top 90,0.115703
2013/2014,95322500,NA,"Powerade Zero sports drink, low calorie",1,Links to FNDDS,Top 90,0.087265
2013/2014,95330100,NA,"Fluid replacement, electrolyte solution",2,Links to altEC,Top 90,0.473302
2013/2014,95341000,NA,FUZE Slenderize fortified low calorie fruit juice beverage,1,Links to FNDDS,Extra,0.231388
2013/2014,95342000,NA,MonaVie acai blend beverage,1,Links to FNDDS,Extra,0.540843
2015/2016,11100000,NA,"MILK, NFS",4,FNDDS recipe with modified SR codes,Base,0.100655
2015/2016,11111000,NA,"MILK, WHOLE",1,Links to FNDDS,Base,0.100582
2015/2016,11112110,NA,"MILK, REDUCED FAT (2%)",1,Links to FNDDS,Base,0.093952
2015/2016,11112210,NA,"MILK, LOW FAT (1%)",1,Links to FNDDS,Base,0.093332
2015/2016,11113000,NA,"MILK, FAT FREE (SKIM)",1,Links to FNDDS,Base,0.096779
2015/2016,11114300,NA,"MILK, LACTOSE FREE, LOW FAT (1%)",1,Links to FNDDS,Base,0.207225
2015/2016,11114320,NA,"MILK, LACTOSE FREE, FAT FREE (SKIM)",1,Links to FNDDS,Base,0.201448
2015/2016,11114330,NA,"MILK, LACTOSE FREE, REDUCED FAT (2%)",1,Links to FNDDS,Base,0.20182
2015/2016,11114350,NA,"MILK, LACTOSE FREE, WHOLE",1,Links to FNDDS,Base,0.19436
2015/2016,11115000,NA,"Buttermilk, fat free (skim)",1,Links to FNDDS,Extra,0.200861
2015/2016,11115100,NA,"Buttermilk, low fat (1%)",1,Links to FNDDS,Extra,0.174566
2015/2016,11115200,NA,"Buttermilk, reduced fat (2%)",1,Links to FNDDS,Extra,0.238764
2015/2016,11115300,NA,"Buttermilk, whole",1,Links to FNDDS,Extra,0.180599
2015/2016,11115400,NA,"Kefir, NS as to fat content",1,Links to FNDDS,Extra,0.359003
2015/2016,11116000,NA,"GOAT'S MILK, WHOLE",1,Links to FNDDS,Base,0.447882
2015/2016,11121100,NA,"MILK, DRY, RECONSTITUTED, WHOLE",2,Links to altEC,Base,0.088145
2015/2016,11210050,NA,"MILK, EVAPORATED, NS AS TO FAT CONTENT",1,Links to FNDDS,Base,0.273042
2015/2016,11211050,NA,"MILK, EVAPORATED, WHOLE",1,Links to FNDDS,Base,0.29058
2015/2016,11211400,NA,"Milk, evaporated, reduced fat (2%)",1,Links to FNDDS,Extra,0.35351
2015/2016,11220000,NA,"MILK, CONDENSED, SWEETENED",1,Links to FNDDS,Base,0.377441
2015/2016,11320000,NA,SOY MILK,1,Links to FNDDS,Base,0.167533
2015/2016,11320100,NA,"SOY MILK, LIGHT",1,Links to FNDDS,Base,0.130817
2015/2016,11321000,NA,"Soy milk, chocolate",1,Links to FNDDS,Extra,0.176837
2015/2016,11350000,NA,"ALMOND MILK, SWEETENED",1,Links to FNDDS,Base,0.162743
2015/2016,11350010,NA,"ALMOND MILK, SWEETENED, CHOCOLATE",1,Links to FNDDS,Base,0.172753
2015/2016,11350020,NA,"ALMOND MILK, UNSWEETENED",1,Links to FNDDS,Base,0.122414
2015/2016,11360000,NA,Rice milk,1,Links to FNDDS,Extra,0.208501
2015/2016,11370000,NA,COCONUT MILK,2,Links to altEC,Base,0.253198
2015/2016,11400000,NA,"YOGURT, NFS",2,Links to altEC,Base,0.500363
2015/2016,11411010,NA,"YOGURT, NS AS TO TYPE OF MILK, PLAIN",1,Links to FNDDS,Base,0.37357
2015/2016,11411100,NA,"YOGURT, WHOLE MILK, PLAIN",1,Links to FNDDS,Base,0.39997
2015/2016,11411200,NA,"YOGURT, LOW FAT MILK, PLAIN",1,Links to FNDDS,Base,0.328614
2015/2016,11411300,NA,"YOGURT, NONFAT MILK, PLAIN",1,Links to FNDDS,Base,0.329562
2015/2016,11411390,NA,"Yogurt, Greek, NS as to type of milk, plain",1,Links to FNDDS,Extra,0.588772
2015/2016,11411400,NA,"Yogurt, Greek, plain, whole milk",1,Links to FNDDS,Extra,0.593319
2015/2016,11411410,NA,"YOGURT, GREEK, LOW FAT MILK, PLAIN",1,Links to FNDDS,Base,0.707059
2015/2016,11411420,NA,"YOGURT, GREEK, NONFAT MILK, PLAIN",1,Links to FNDDS,Base,0.637468
2015/2016,11430000,NA,"YOGURT, NS AS TO TYPE OF MILK, FRUIT",1,Links to FNDDS,Base,0.390119
2015/2016,11431000,NA,"YOGURT, WHOLE MILK, FRUIT",1,Links to FNDDS,Base,0.865227
2015/2016,11432000,NA,"YOGURT, LOW FAT MILK, FRUIT",1,Links to FNDDS,Base,0.384883
2015/2016,11433000,NA,"YOGURT, NONFAT MILK, FRUIT",1,Links to FNDDS,Base,0.350934
2015/2016,11433990,NA,"YOGURT, GREEK, NS AS TO TYPE OF MILK, FRUIT",1,Links to FNDDS,Base,0.63629
2015/2016,11434000,NA,"YOGURT, GREEK, WHOLE MILK, FRUIT",1,Links to FNDDS,Base,0.693104
2015/2016,11434010,NA,"YOGURT, GREEK, LOW FAT MILK, FRUIT",1,Links to FNDDS,Base,0.684014
2015/2016,11434020,NA,"YOGURT, GREEK, NONFAT MILK, FRUIT",1,Links to FNDDS,Base,0.652518
2015/2016,11434090,NA,"YOGURT, NS AS TO TYPE OF MILK, FLAVORS OTHER THAN FRUIT",1,Links to FNDDS,Base,0.356649
2015/2016,11434100,NA,"YOGURT, WHOLE MILK, FLAVORS OTHER THAN FRUIT",1,Links to FNDDS,Base,0.669293
2015/2016,11434200,NA,"YOGURT, LOW FAT MILK, FLAVORS OTHER THAN FRUIT",2,Links to altEC,Base,0.354084
2015/2016,11434300,NA,"YOGURT, NONFAT MILK, FLAVORS OTHER THAN FRUIT",1,Links to FNDDS,Base,0.354084
2015/2016,11435000,NA,"YOGURT, GREEK, NS AS TO TYPE OF MILK, FLAVORS OTHER THAN FRU",1,Links to FNDDS,Base,0.596332
2015/2016,11435010,NA,"Yogurt, Greek, whole milk, flavors other than fruit",1,Links to FNDDS,Extra,0.924177
2015/2016,11435020,NA,"YOGURT, GREEK, LOW FAT MILK, FLAVORS OTHER THAN FRUIT",1,Links to FNDDS,Base,0.451383
2015/2016,11435030,NA,"YOGURT, GREEK, NONFAT MILK, FLAVORS OTHER THAN FRUIT",1,Links to FNDDS,Base,0.620652
2015/2016,11435100,NA,"Yogurt, Greek, with oats",1,Links to FNDDS,Extra,0.739494
2015/2016,11436000,NA,"YOGURT, LIQUID",1,Links to FNDDS,Base,0.425084
2015/2016,11440010,NA,"Chipotle dip, yogurt based",1,Links to FNDDS,Extra,1.003057
2015/2016,11440040,NA,"Ranch dip, yogurt based",1,Links to FNDDS,Extra,0.989544
2015/2016,11440050,NA,"Spinach dip, yogurt based",1,Links to FNDDS,Extra,0.862006
2015/2016,11440060,NA,TZATZIKI DIP,1,Links to FNDDS,Base,1.085893
2015/2016,11440070,NA,"Vegetable dip, yogurt based",1,Links to FNDDS,Extra,1.168263
2015/2016,11446000,NA,Fruit and low fat yogurt parfait,1,Links to FNDDS,Extra,0.872032
2015/2016,11459990,NA,"Yogurt, frozen, NS as to flavor, NS as to type of milk",2,Links to altEC,Extra,0.484016
2015/2016,11460000,NA,"YOGURT, FROZEN, FLAVORS OTHER THAN CHOCOLATE, NS AS TO TYPE",2,Links to altEC,Base,0.36184
2015/2016,11460100,NA,"Yogurt, frozen, chocolate, NS as to type of milk",2,Links to altEC,Extra,0.317779
2015/2016,11460160,NA,"Yogurt, frozen, chocolate, lowfat milk",1,Links to FNDDS,Extra,0.301143
2015/2016,11460170,NA,"YOGURT, FROZEN, FLAVORS OTHER THAN CHOCOLATE, LOWFAT MILK",1,Links to FNDDS,Base,0.484016
2015/2016,11460250,NA,"Yogurt, frozen, flavors other than chocolate, with sorbet or
sorbet-coated",1,Links to FNDDS,Extra,0.794645
2015/2016,11461000,NA,"Yogurt, frozen, chocolate-coated",1,Links to FNDDS,Extra,1.062458
2015/2016,11480010,NA,"YOGURT, WHOLE MILK, BABY FOOD",1,Links to FNDDS,Base,0.666093
2015/2016,11511000,NA,"CHOCOLATE MILK, NFS",2,Links to altEC,Base,0.170005
2015/2016,11511100,NA,"CHOCOLATE MILK, READY TO DRINK, WHOLE",1,Links to FNDDS,Base,0.236112
2015/2016,11511200,NA,"CHOCOLATE MILK, READY TO DRINK, REDUCED FAT",1,Links to FNDDS,Base,0.199617
2015/2016,11511300,NA,"CHOCOLATE MILK, READY TO DRINK, FAT FREE",1,Links to FNDDS,Base,0.148103
2015/2016,11511400,NA,"CHOCOLATE MILK, READY TO DRINK, LOW FAT",1,Links to FNDDS,Base,0.136597
2015/2016,11511550,NA,"CHOCOLATE MILK, READY TO DRINK, REDUCED SUGAR, NS AS TO MILK",2,Links to altEC,Base,0.169769
2015/2016,11511600,NA,"CHOCOLATE MILK, READY TO DRINK, LOW FAT (NESQUIK)",1,Links to FNDDS,Base,0.280748
2015/2016,11511700,NA,"CHOCOLATE MILK, READY TO DRINK, LOW FAT, NO SUGAR ADDED (NES",2,Links to altEC,Base,0.280748
2015/2016,11512010,NA,"HOT CHOCOLATE / COCOA, READY TO DRINK",2,Links to altEC,Base,0.153977
2015/2016,11512100,NA,"HOT CHOCOLATE / COCOA, READY TO DRINK, WITH WHIPPED CREAM",4,FNDDS recipe with modified SR codes,Base,0.167777
2015/2016,11513381,NA,"CHOCOLATE MILK, MADE FROM DRY MIX WITH WHOLE MILK (NESQUIK)",4,FNDDS recipe with modified SR codes,Base,0.159055
2015/2016,11513382,NA,"CHOCOLATE MILK, MADE FROM DRY MIX WITH REDUCED FAT MILK (NES",4,FNDDS recipe with modified SR codes,Base,0.155488
2015/2016,11513500,NA,"CHOCOLATE MILK, MADE FROM SYRUP WITH WHOLE MILK",4,FNDDS recipe with modified SR codes,Base,0.135288
2015/2016,11513550,NA,"CHOCOLATE MILK, MADE FROM SYRUP WITH REDUCED FAT MILK",4,FNDDS recipe with modified SR codes,Base,0.131994
2015/2016,11513600,NA,"CHOCOLATE MILK, MADE FROM SYRUP WITH LOW FAT MILK",4,FNDDS recipe with modified SR codes,Base,0.129363
2015/2016,11514100,NA,"HOT CHOCOLATE / COCOA, MADE WITH DRY MIX AND WATER",4,FNDDS recipe with modified SR codes,Base,0.138102
2015/2016,11514110,NA,"HOT CHOCOLATE / COCOA, MADE WITH DRY MIX AND WHOLE MILK",4,FNDDS recipe with modified SR codes,Base,0.22389
2015/2016,11514120,NA,"HOT CHOCOLATE / COCOA, MADE WITH DRY MIX AND REDUCED FAT MIL",4,FNDDS recipe with modified SR codes,Base,0.220594
2015/2016,11514310,NA,"HOT CHOCOLATE / COCOA, MADE WITH NO SUGAR ADDED DRY MIX AND",3,Original FNDDS recipe,Base,0.122321
2015/2016,11519040,NA,"STRAWBERRY MILK, NFS",1,Links to FNDDS,Base,0.218637
2015/2016,11519050,NA,"STRAWBERRY MILK, WHOLE",4,FNDDS recipe with modified SR codes,Base,0.159451
2015/2016,11519105,NA,"STRAWBERRY MILK, REDUCED FAT",1,Links to FNDDS,Base,0.256321
2015/2016,11519200,NA,"STRAWBERRY MILK, LOW FAT",1,Links to FNDDS,Base,0.347119
2015/2016,11519205,NA,"Strawberry milk, fat free (skim)",1,Links to FNDDS,Extra,0.19227
2015/2016,11526000,NA,"MILK, MALTED",4,FNDDS recipe with modified SR codes,Base,0.146216
2015/2016,11531000,NA,"Eggnog, regular",1,Links to FNDDS,Extra,0.237273
2015/2016,11541110,NA,"MILK SHAKE, HOME RECIPE, CHOCOLATE",4,FNDDS recipe with modified SR codes,Base,0.238264
2015/2016,11541120,NA,"MILK SHAKE, HOME RECIPE, FLAVORS OTHER THAN CHOCOLATE",4,FNDDS recipe with modified SR codes,Base,0.235103
2015/2016,11542100,NA,"MILK SHAKE, FAST FOOD, CHOCOLATE",1,Links to FNDDS,Base,0.996398
2015/2016,11542200,NA,"MILK SHAKE, FAST FOOD, FLAVORS OTHER THAN CHOCOLATE",1,Links to FNDDS,Base,0.974668
2015/2016,11543010,NA,"Milk shake, bottled, flavors other than chocolate",1,Links to FNDDS,Extra,0.39944
2015/2016,11551050,NA,LICUADO OR BATIDO,4,FNDDS recipe with modified SR codes,Base,0.190973
2015/2016,11553110,NA,"FRUIT SMOOTHIE, WITH WHOLE FRUIT AND DAIRY",4,FNDDS recipe with modified SR codes,Base,0.393494
2015/2016,11553120,NA,"FRUIT SMOOTHIE, WITH WHOLE FRUIT AND DAIRY, ADDED PROTEIN",4,FNDDS recipe with modified SR codes,Base,0.48453
2015/2016,11553130,NA,"FRUIT SMOOTHIE JUICE DRINK, WITH DAIRY",2,Links to altEC,Base,0.44572
2015/2016,11560000,NA,CHOCOLATE MILK DRINK,1,Links to FNDDS,Base,0.150436
2015/2016,11710054,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (SIMILAC EXPERT",2,Links to altEC,Base,0.994077
2015/2016,11710055,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (SIMIL",2,Links to altEC,Base,0.994077
2015/2016,11710056,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (SIMILAC EXPERT",2,Links to altEC,Base,0.994077
2015/2016,11710357,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (SIMILAC ADVANCE",3,Original FNDDS recipe,Base,0.528991
2015/2016,11710358,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (SIMIL",4,FNDDS recipe with modified SR codes,Base,0.559805
2015/2016,11710359,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (SIMILAC ADVANC",4,FNDDS recipe with modified SR codes,Base,0.559805
2015/2016,11710377,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (SIMILAC SENSITI",3,Original FNDDS recipe,Base,0.525112
2015/2016,11710378,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (SIMIL",4,FNDDS recipe with modified SR codes,Base,0.555926
2015/2016,11710379,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (SIMILAC SENSIT",4,FNDDS recipe with modified SR codes,Base,0.555926
2015/2016,11710383,NA,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (SIMILAC FOR SP",3,Original FNDDS recipe,Base,0.5748
2015/2016,11710481,NA,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (SIMILAC GO AND",3,Original FNDDS recipe,Base,0.697775
2015/2016,11710627,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL NEWBORN",2,Links to altEC,Base,0.57633
2015/2016,11710628,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",2,Links to altEC,Base,0.57633
2015/2016,11710629,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL NEWBOR",2,Links to altEC,Base,0.57633
2015/2016,11710631,NA,"INFANT FORMULA, READY-TO-FEED (ENFAMIL INFANT)",1,Links to FNDDS,Base,0.911486
2015/2016,11710635,NA,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH BABY WATER (EN",3,Original FNDDS recipe,Base,0.6044
2015/2016,11710637,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL INFANT)",3,Original FNDDS recipe,Base,0.573722
2015/2016,11710638,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",4,FNDDS recipe with modified SR codes,Base,0.6044
2015/2016,11710639,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL INFANT",4,FNDDS recipe with modified SR codes,Base,0.6044
2015/2016,11710664,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL A.R.)",3,Original FNDDS recipe,Base,0.585556
2015/2016,11710668,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",3,Original FNDDS recipe,Base,0.616233
2015/2016,11710669,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL A.R.)",3,Original FNDDS recipe,Base,0.616233
2015/2016,11710674,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL ENFACAR",2,Links to altEC,Base,0.71693
2015/2016,11710677,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL GENTLEA",3,Original FNDDS recipe,Base,0.595762
2015/2016,11710678,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",4,FNDDS recipe with modified SR codes,Base,0.626439
2015/2016,11710679,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL GENTLE",4,FNDDS recipe with modified SR codes,Base,0.626439
2015/2016,11710801,NA,"INFANT FORMULA, READY-TO-FEED (PEDIASURE)",2,Links to altEC,Base,0.994077
2015/2016,11710911,NA,"INFANT FORMULA, READY-TO-FEED (GERBER GOOD START GENTLE)",1,Links to FNDDS,Base,0.64789
2015/2016,11710916,NA,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH BABY WATER (GE",3,Original FNDDS recipe,Base,0.430315
2015/2016,11710917,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (GERBER GOOD STA",3,Original FNDDS recipe,Base,0.399683
2015/2016,11710918,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (GERBE",4,FNDDS recipe with modified SR codes,Base,0.430315
2015/2016,11710919,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (GERBER GOOD ST",4,FNDDS recipe with modified SR codes,Base,0.430315
2015/2016,11710930,NA,"INFANT FORMULA, NS AS TO FORM (GERBER GRADUATES GENTLE)",2,Links to altEC,Base,0.371259
2015/2016,11710962,NA,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (STORE BRAND)",3,Original FNDDS recipe,Base,0.551406
2015/2016,11710967,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (STORE BRAND)",3,Original FNDDS recipe,Base,0.551406
2015/2016,11710968,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (STORE",4,FNDDS recipe with modified SR codes,Base,0.582151
2015/2016,11710969,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (STORE BRAND)",3,Original FNDDS recipe,Base,0.582151
2015/2016,11720316,NA,"INFANT FORMULA, LIQUID CONCENTRATE, MADE WITH BABY WATER (EN",3,Original FNDDS recipe,Base,0.636475
2015/2016,11720317,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (ENFAMIL PROSOBE",4,FNDDS recipe with modified SR codes,Base,0.605797
2015/2016,11720318,NA,"INFANT FORMULA, POWDER, MADE WITH PLAIN BOTTLED WATER (ENFAM",4,FNDDS recipe with modified SR codes,Base,0.636475
2015/2016,11720319,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (ENFAMIL PROSOB",4,FNDDS recipe with modified SR codes,Base,0.636475
2015/2016,11720430,NA,"INFANT FORMULA, NS AS TO FORM (SIMILAC EXPERT CARE FOR DIARR",2,Links to altEC,Base,0.994077
2015/2016,11720807,NA,"INFANT FORMULA, POWDER, MADE WITH TAP WATER (STORE BRAND SOY",3,Original FNDDS recipe,Base,0.590333
2015/2016,11720809,NA,"INFANT FORMULA, POWDER, MADE WITH BABY WATER (STORE BRAND SO",3,Original FNDDS recipe,Base,0.621078
2015/2016,11740313,NA,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL NUTRAM",3,Original FNDDS recipe,Base,0.923148
2015/2016,11740323,NA,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (PURAMINO)",3,Original FNDDS recipe,Base,0.595762
2015/2016,11740403,NA,"INFANT FORMULA, POWDER, MADE WITH WATER, NFS (ENFAMIL PREGES",3,Original FNDDS recipe,Base,0.972283
2015/2016,11830160,NA,"CHOCOLATE BEVERAGE POWDER, DRY MIX, NOT RECONSTITUTED",1,Links to FNDDS,Base,0.823938
2015/2016,11830260,NA,"MILK, MALTED, DRY MIX, NOT RECONSTITUTED",1,Links to FNDDS,Base,1.154508
2015/2016,11830400,NA,"STRAWBERRY BEVERAGE POWDER, DRY MIX, NOT RECONSTITUTED",1,Links to FNDDS,Base,1.020503
2015/2016,12100100,NA,"CREAM, NS AS TO LIGHT, HEAVY, OR HALF AND HALF",2,Links to altEC,Base,0.364324
2015/2016,12110100,NA,"CREAM, LIGHT",2,Links to altEC,Base,0.451653
2015/2016,12120100,NA,"CREAM, HALF AND HALF",2,Links to altEC,Base,0.296176
2015/2016,12120106,NA,"CREAM, HALF AND HALF, FLAVORED",1,Links to FNDDS,Base,0.666354
2015/2016,12120110,NA,"CREAM, HALF AND HALF, FAT FREE",2,Links to altEC,Base,0.294651
2015/2016,12140000,NA,"CREAM, WHIPPED",2,Links to altEC,Base,0.6218
2015/2016,12200100,NA,"Cream substitute, NS as to frozen, liquid, or powdered",2,Links to altEC,Extra,0.316113
2015/2016,12210200,NA,"COFFEE CREAMER, LIQUID",2,Links to altEC,Base,0.316084
2015/2016,12210210,NA,"COFFEE CREAMER, LIQUID, FLAVORED",2,Links to altEC,Base,0.337812
2015/2016,12210260,NA,"COFFEE CREAMER, LIQUID, FAT FREE",2,Links to altEC,Base,1.02413
2015/2016,12210270,NA,"COFFEE CREAMER, LIQUID, FAT FREE, FLAVORED",1,Links to FNDDS,Base,1.031512
2015/2016,12210280,NA,"COFFEE CREAMER, LIQUID, FAT FREE, SUGAR FREE, FLAVORED",2,Links to altEC,Base,0.337812
2015/2016,12210310,NA,"COFFEE CREAMER, LIQUID, SUGAR FREE, FLAVORED",2,Links to altEC,Base,0.337812
2015/2016,12210400,NA,"COFFEE CREAMER, POWDER",2,Links to altEC,Base,0.512999
2015/2016,12210420,NA,"COFFEE CREAMER, POWDER, FLAVORED",2,Links to altEC,Base,0.918631
2015/2016,12210430,NA,"COFFEE CREAMER, POWDER, FAT FREE",1,Links to FNDDS,Base,0.697734
2015/2016,12210505,NA,"COFFEE CREAMER,POWDER, SUGAR FREE, FLAVORED",2,Links to altEC,Base,0.918631
2015/2016,12210520,NA,"Coffee creamer, soy, liquid",1,Links to FNDDS,Extra,0.441796
2015/2016,12220200,NA,WHIPPED TOPPING,1,Links to FNDDS,Base,0.603397
2015/2016,12220270,NA,"WHIPPED TOPPING, FAT FREE",2,Links to altEC,Base,0.623203
2015/2016,12220280,NA,"Whipped topping, nondairy, frozen, sugar free",2,Links to altEC,Extra,0.620539
2015/2016,12310100,NA,SOUR CREAM,2,Links to altEC,Base,0.426516
2015/2016,12310300,NA,"SOUR CREAM, REDUCED FAT",2,Links to altEC,Base,0.370545
2015/2016,12310350,NA,"SOUR CREAM, LIGHT",2,Links to altEC,Base,0.463996
2015/2016,12310370,NA,"Sour cream, fat free",2,Links to altEC,Extra,0.36778
2015/2016,12350010,NA,"Dip, NFS",1,Links to FNDDS,Extra,0.665025
2015/2016,12350200,NA,"CHIPOTLE DIP, REGULAR",1,Links to FNDDS,Base,0.582816
2015/2016,12350210,NA,"Dill dip, regular",1,Links to FNDDS,Extra,0.851951
2015/2016,12350220,NA,"ONION DIP, REGULAR",1,Links to FNDDS,Base,0.531531
2015/2016,12350230,NA,"RANCH DIP, REGULAR",1,Links to FNDDS,Base,0.762729
2015/2016,12350240,NA,"SPINACH DIP, REGULAR",1,Links to FNDDS,Base,0.841841
2015/2016,12350250,NA,"Vegetable dip, regular",1,Links to FNDDS,Extra,0.491873
2015/2016,13110100,NA,"ICE CREAM, REGULAR, FLAVORS OTHER THAN CHOCOLATE",1,Links to FNDDS,Base,0.372383
2015/2016,13110110,NA,"ICE CREAM, REGULAR, CHOCOLATE",1,Links to FNDDS,Base,0.370947
2015/2016,13110120,NA,"ICE CREAM, RICH, FLAVORS OTHER THAN CHOCOLATE",1,Links to FNDDS,Base,1.29755
2015/2016,13110130,NA,"ICE CREAM, RICH, CHOCOLATE",1,Links to FNDDS,Base,1.303378
